Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Is_Free,Category_Popularity,Avg_Cost,Cost_Category,Time_Category,Distance_from_Colombo,District_Encoded,Region_Encoded,Category_Encoded,Cluster
Kande Viharaya,Kalutara,"Home to one of the tallest sitting Buddha statues in Sri Lanka. The temple complex has murals, statues, and peaceful meditation areas.",Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.569686666749887,79.99513557825267,1,140,0.0,,Quick,42.208624474892176,10,11,125,0
Asokaramaya Buddhist Temple,Kalutara,A quiet Buddhist temple known for its serene environment and spiritual ambiance. It's popular with devotees seeking inner peace.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.5956748414287185,79.95685636580104,1,140,0.0,,Quick,38.14722591791733,10,11,125,0
Gangatilaka Viharaya,Kalutara,A prominent Buddhist shrine with religious significance in Kalutara town. Features impressive architecture and devotion rituals.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.54054738948788,79.92160555601284,1,140,0.0,,Quick,43.267171989913635,10,11,125,0
Bodhinagala Forest Hermitage,Kalutara,A peaceful forest monastery ideal for meditation retreats and spiritual solitude. Surrounded by a biodiversity-rich environment.,Western,Religious/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.615034935799837,79.95247245593461,1,8,0.0,,Short,35.955944597890856,10,11,135,0
Ranjiths Carving & Batik Museum,Kalutara,A museum showcasing Sri Lanka's traditional arts like batik and wood carving. Visitors can see demonstrations and buy handicrafts.,Western,Cultural,1.0,1000.0,500.0,300.0,150.0,100.0,No,6.554170491096798,79.930046793583,0,26,650.0,Premium,Quick,41.93858477011527,10,11,27,5
Kalutara Basket Centre,Kalutara,A hub for traditional handwoven baskets made using palm and reed. Visitors can learn about weaving and support local artisans.,Western,Cultural,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.605514509502149,79.95170882212015,1,26,0.0,,Quick,36.94474891476853,10,11,27,0
Kalutara Puppetry Art Center,Kalutara,"Dedicated to preserving Sri Lankan puppet art, this center offers performances and educational tours. A great spot for families and cultural lovers.",Western,Cultural,1.0,500.0,250.0,100.0,50.0,50.0,No,6.586537797828297,79.96266795307635,0,26,300.0,Mid-Range,Quick,39.297657709016434,10,11,27,0
Kosgoda Turtle Hatchery,Kalutara,A conservation center for sea turtles where visitors can see baby turtles and learn about rescue and release efforts. Popular with families and eco-tourists.,Western,Wildlife,1.0,1000.0,500.0,200.0,100.0,100.0,No,6.5918385067044225,79.9499638507381,0,7,600.0,Premium,Quick,38.35305243255467,10,11,189,5
Beruwala (Barberyn) Lighthouse,Kalutara,"A 19th-century lighthouse on a small island off Beruwala coast, reachable by boat. Offers panoramic sea views and historical charm.",Western,Historical/Scenic,1.0,1000.0,500.0,300.0,150.0,150.0,No,6.606016863792307,80.00613263371778,0,9,650.0,Premium,Quick,38.9559041943681,10,11,61,5
Handunugoda Tea Plantation,Kalutara,"A unique coastal tea estate known for its Virgin White Tea. Offers guided tours, tastings, and insight into artisanal tea production.",Western,Cultural/Nature,2.0,1500.0,750.0,500.0,250.0,250.0,No,6.632590569498182,79.94544704732732,0,6,1000.0,Premium,Short,33.8750994143205,10,11,40,5
Madhu River Safari,Kalutara,"A boat safari through mangrove forests, cinnamon islands, and small temples. Ideal for nature lovers and photographers.",Western,Adventure/Nature,2.0,2000.0,1000.0,800.0,400.0,400.0,No,6.603242895123576,79.95106031698326,0,3,1400.0,Premium,Short,37.167418624027775,10,11,6,5
Village craft workshops,Kalutara,"Local workshops showcasing traditional pottery, weaving, and metalwork. Visitors can participate or purchase handmade items.",Western,Cultural,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.600996757154663,79.91914985748049,1,26,0.0,,Quick,36.6282447223555,10,11,27,0
Nachchimale Stream / Madakada Aranya Senasanaya,Kalutara,"A tranquil retreat with a bubbling stream and forest monastery, ideal for mindfulness and walks.",Western,Religious/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.628527943345385,79.9370334137772,1,8,0.0,,Short,34.066575897252704,10,11,135,0
Madakada Hermitage,Kalutara,"A forest monastery surrounded by serene landscapes, used for meditation and Buddhist studies. Peaceful and spiritually significant.",Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.6211182437044425,79.97741503894657,1,140,0.0,,Quick,36.19519659624325,10,11,125,0
Kukulegala Reservoir area,Kalutara,"A scenic reservoir surrounded by hills, perfect for a picnic or nature walk. Less crowded and rich in birdlife.",Western,Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.623282592091173,79.96570624767577,1,159,0.0,,Quick,35.529808556779855,10,11,83,0
Uyanwatte Lake,Kalutara,A peaceful lake offering scenic views and occasional bird sightings. Great for a short stop or sunset visit.,Western,Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.593273720592412,79.9825518741126,1,159,0.0,,Quick,39.27970529404403,10,11,83,0
Pansal Galla Statue Mathugama,Kalutara,A large Buddha statue in a calm setting with a small temple complex. Known locally and often visited for blessings.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.566461909035921,79.93405150877588,1,140,0.0,,Quick,40.687915368313845,10,11,125,0
Lunuganga Estate,Kalutara,"The country home and garden of architect Geoffrey Bawa, showcasing tropical landscaping and modernist design. A must-visit for architecture lovers.",Western,Cultural/Garden,2.0,1500.0,750.0,500.0,250.0,250.0,No,6.55462990505003,79.95050957073107,0,1,1000.0,Premium,Short,42.35814238616929,10,11,34,5
Horana Rajamaha Viharaya,Kalutara,A well-known Buddhist temple in Horana with traditional architecture and local worship rituals. Open to pilgrims and visitors alike.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.556758576680855,79.97261896358404,1,140,0.0,,Quick,42.768168830074636,10,11,125,0
Sapugoda Rajamaha Viharaya,Kalutara,A lesser-known temple with a peaceful atmosphere and forest surroundings. Ideal for quiet reflection and short visits.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.550373092947984,79.98070318423017,1,140,0.0,,Quick,43.706717958505564,10,11,125,0
Lenawara Rajamaha Viharaya,Kalutara,An ancient temple with local importance and cultural relics. Surrounded by village life and greenery.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.632430572163047,80.00962007641824,1,140,0.0,,Quick,36.48476511137795,10,11,125,0
Pokunuwita Rajamaha Viharaya,Kalutara,A modest Buddhist temple in a rural setting. Offers insights into local religious customs and peaceful village life.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.61773892414499,79.91830009224624,1,140,0.0,,Quick,34.789603691652815,10,11,125,0
"Masjidul Abrar Jumma Mosque, Beruwala",Kalutara,One of the oldest mosques in Sri Lanka with significant Islamic heritage. Open to visitors during non-prayer times.,Western,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.591301034374347,79.92588232899939,1,140,0.0,,Quick,37.818075498591554,10,11,125,0
Kilinochchi War Memorial,Kilinochchi,A solemn war memorial honoring lives lost during the civil conflict. Features a partially destroyed water tank preserved as a symbol of resilience.,Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.421333384261922,80.37831698246038,1,71,0.0,,Quick,281.6777334907412,14,6,48,4
Elephant Pass War Memorial,Kilinochchi,"Located at the strategic gateway to Jaffna, this site marks major battles. The area includes monuments and plaques narrating history.",Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.363340522605414,80.43413801891322,1,71,0.0,,Quick,276.738263335071,14,6,48,4
Iranamadu Tank (Reservoir),Kilinochchi,A massive irrigation reservoir providing water to vast agricultural fields. Scenic for sunset viewing and birdlife.,Northern,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.354959638228147,80.35630397853252,1,159,0.0,,Short,274.0000488750458,14,6,83,4
Pampaimadu Lake,Kilinochchi,"A quiet lake surrounded by greenery, ideal for photography and relaxation. Reflects local biodiversity and seasonal beauty.",Northern,Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.418197922775843,80.4370018239701,1,159,0.0,,Quick,282.7187186405282,14,6,83,4
Kanagarayankulam Lake,Kilinochchi,A large lake supporting local farming and fishing communities. Offers calm views and rural landscapes.,Northern,Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.404642478239229,80.40891127018371,1,159,0.0,,Quick,280.57609187540083,14,6,83,4
Chundikkulam National Park & Lagoon,Kilinochchi,"Rich in birdlife and mangroves, this coastal park is a key wetland. Offers eco-tourism potential and untouched beauty.",Northern,Wildlife,3.0,1000.0,500.0,150.0,50.0,50.0,No,9.35492968197439,80.36840015274588,0,7,575.0,Premium,Short,274.2653329669928,14,6,189,5
Kilinochchi Public Library (Balu Mahendra Library),Kilinochchi,"Named after a famed filmmaker, this cinema-themed library promotes education and creativity. Features unique architecture and local media archives.",Northern,Urban,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.392194244951943,80.41887366431736,1,20,0.0,,Quick,279.4711923796761,14,6,166,4
Kandasamy Murugan Temple,Kilinochchi,A vibrant Hindu temple known for colorful architecture and festivals. Located in a serene village setting.,Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.420617533550011,80.38007623194196,1,140,0.0,,Quick,281.63949282889104,14,6,125,4
Murukandy Pillayar Kovil,Kilinochchi,"A roadside temple for travelers, believed to bless safe journeys. Known for its peaceful ambiance and devotion.",Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.351394855458256,80.40897391446585,1,140,0.0,,Quick,274.829921799651,14,6,125,4
Selvanayaki Amman Temple,Kilinochchi,A local Hindu temple central to village cultural life. Hosts seasonal religious ceremonies and festivals.,Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.356885436923465,80.41109022967889,1,140,0.0,,Quick,275.47351364144276,14,6,125,4
Vaddakachchi Sri Ranganatha Perumal Temple,Kilinochchi,A notable Vishnu temple with traditional Dravidian architecture. Popular among local devotees.,Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.426653132981828,80.36144121751798,1,140,0.0,,Quick,281.88440834088476,14,6,125,4
Kilinochchi Town & Villages,Kilinochchi,"Offers insight into post-war rebuilding, agriculture, and rural hospitality. Ideal for cultural interaction and field photography.",Northern,Cultural,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.372894482719078,80.39699505115153,1,26,0.0,,Short,276.8654283154684,14,6,27,4
A9 Highway (Vanni Section),Kilinochchi,A scenic drive with historical significance and roadside culture. Connects key towns with lush views and food stops.,Northern,Scenic,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.374377397680455,80.44244062487894,1,45,0.0,,Quick,278.13597801815826,14,6,145,4
Pooneryn Fort,Kilinochchi,A colonial-era Portuguese and Dutch fort with coastal views. Offers a glimpse into maritime history.,Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.412358901832816,80.41614520215771,1,71,0.0,,Quick,281.5815311833207,14,6,48,4
Kanakapuram Waterfall,Kilinochchi,A hidden natural waterfall spot near Kilinochchi. Popular among locals for weekend picnics.,Northern,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.392150440820464,80.44547560333096,1,159,0.0,,Short,280.1256114210835,14,6,83,4
Chundikkulam Lagoon,Kilinochchi,A biodiverse coastal lagoon near Elephant Pass. Ideal for birdwatching and nature walks.,Northern,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.37842398195543,80.37139300143585,1,159,0.0,,Short,276.87629507013077,14,6,83,4
Kandasamy Temple (Akkarayankulam),Kilinochchi,A peaceful pilgrimage spot surrounded by paddy fields. Known for annual Hindu rituals.,Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.374947769949406,80.44387020367219,1,140,0.0,,Quick,278.2336674208651,14,6,125,4
Iranamadu Water Tower Ruins,Kilinochchi,A water tower damaged during war now stands as a memory site. Located in the outskirts of town.,Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.402121242831903,80.37110121894105,1,71,0.0,,Quick,279.4363927550042,14,6,48,4
Palmyrah Product Workshops,Kilinochchi,Experience traditional Palmyrah-based crafts and food production. Learn about local livelihoods and eco practices.,Northern,Cultural,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.37566218144687,80.38877388521436,1,26,0.0,,Short,276.97290429186745,14,6,27,4
Kilinochchi Central Park,Kilinochchi,"A community green space for leisure, walking, and family outings. Features monuments and seating areas.",Northern,Urban,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.423529713303152,80.41004661441544,1,20,0.0,,Quick,282.6429744270523,14,6,166,4
Mullaitivu Beach (Nearby),Kilinochchi,A quiet beach often included in Kilinochchi itineraries. Ideal for coastal relaxation and reflection.,Northern,Beach,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.369309150501469,80.35604529866181,1,58,0.0,,Short,275.54971248362017,14,6,11,4
Vanni Forest Areas,Kilinochchi,Forested regions rich in native trees and hidden trails. Best for birdwatching and trekking.,Northern,Nature,3.0,0.0,0.0,0.0,0.0,0.0,Yes,9.34546894144517,80.35243069053581,1,159,0.0,,Short,272.8865885662808,14,6,83,4
Rural Life & Farm Walks,Kilinochchi,"Engage with local farming communities through guided or independent trails. Learn about paddy, Palmyrah, and livestock culture.",Northern,Cultural,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.398599069375779,80.42780679958865,1,26,0.0,,Short,280.37973210853437,14,6,27,4
Pooneryn Villages & Mangrove Coasts,Kilinochchi,Explore fishing hamlets and mangrove ecosystems. Offers eco-cultural learning and photography opportunities.,Northern,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.432707691421454,80.39114239430164,1,159,0.0,,Short,283.19771116737684,14,6,83,4
Mannar Fort,Mannar,A well-preserved Dutch fort with historical significance and panoramic views of the island.,Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.946736100201477,79.91607010866456,1,71,0.0,,Quick,223.44469740888022,16,6,48,4
Mannar Island,Mannar,"A coastal island known for its rich birdlife, salt pans, and cultural heritage.",Northern,Nature / Cultural,3.0,0.0,0.0,0.0,0.0,0.0,Yes,9.014107323158807,79.91118532650033,1,1,0.0,,Short,230.87990674321196,16,6,85,4
Adams Bridge (Ramas Bridge),Mannar,"A legendary chain of limestone shoals linking Sri Lanka and India, famous in Hindu mythology.",Northern,Natural Landmark,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.024791671908988,79.87470616443176,1,2,0.0,,Short,232.00061772257115,16,6,80,4
Thiruketheeswaram Hindu Temple,Mannar,"One of the oldest Hindu temples in Sri Lanka, dedicated to Lord Shiva with ancient architecture.",Northern,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.937336518269623,79.93323921916559,1,140,0.0,,Quick,222.46501796053207,16,6,125,4
Baobab Tree,Mannar,"An iconic, ancient baobab tree over 700 years old, unique to the region.",Northern,Natural Landmark,0.5,0.0,0.0,0.0,0.0,0.0,Yes,8.951213643654652,79.88206550699202,1,2,0.0,,Quick,223.8698283678882,16,6,80,4
Mannar Dutch Tower,Mannar,Ruins of an old Dutch watchtower offering historical insight and views over the coastline.,Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.965705253202414,79.87712451777982,1,71,0.0,,Quick,225.4676334121927,16,6,48,4
Shrine of Our Lady of Madhu,Mannar,"A major Catholic pilgrimage site known as Madhu Church, attracting devotees countrywide.",Northern,Religious,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.989493885040217,79.94218226646028,1,140,0.0,,Short,228.26652099108438,16,6,125,4
Vankalai Sanctuary,Mannar,A wetland sanctuary popular for birdwatching and natural biodiversity.,Northern,Wildlife,3.0,1000.0,500.0,150.0,50.0,50.0,No,8.969849293216004,79.91681874521217,0,7,575.0,Premium,Short,226.00233754289073,16,6,189,5
Talaimannar Pier and Lighthouse,Mannar,"Historic pier and lighthouse at the islands tip, offering scenic ocean views.",Northern,Scenic / Historic,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.950703474387023,79.91259308826194,1,1,0.0,,Quick,223.8733014288323,16,6,147,4
Keeri Beach,Mannar,"A quiet, sandy beach known for peaceful sunsets and local fishing communities.",Northern,Beach,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.954281681886648,79.93886217153484,1,58,0.0,,Short,224.36078558304553,16,6,11,4
Urumalai,Mannar,"The lands edge towards Adams Bridge, offering unique coastal landscapes and walking trails.",Northern,Scenic / Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.975188419098703,79.8724267716488,1,1,0.0,,Short,226.51302959629285,16,6,148,4
Mannar Causeway,Mannar,A scenic road connecting Mannar Island to the mainland with beautiful lagoon views.,Northern,Scenic / Cultural,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.935380716574691,79.89198941088097,1,1,0.0,,Quick,222.1328097415426,16,6,146,4
Mannar Salt Pans,Mannar,"Vast salt production fields with traditional methods, offering interesting photography spots.",Northern,Cultural / Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,9.010916751723167,79.89306396702491,1,1,0.0,,Short,230.48802290064327,16,6,30,4
Giants Tank (Yodha Wewa),Mannar,An ancient irrigation reservoir surrounded by rural villages and bird habitats.,Northern,Nature / Historical,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.996723722902136,79.88802970975358,1,1,0.0,,Short,228.9105931342143,16,6,87,4
Thalaimannar Railway Terminus,Mannar,"Historic railway terminal on the island, gateway for travelers and a reminder of transport heritage.",Northern,Historical,0.5,0.0,0.0,0.0,0.0,0.0,Yes,8.997713593821997,79.85548609935783,1,71,0.0,,Quick,229.0018294508296,16,6,48,4
Pesalai Beach,Mannar,A coastal village beach known for local fishing and serene beach walks.,Northern,Beach / Cultural,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.9994446712927,79.88045443773841,1,1,0.0,,Short,229.2022527085766,16,6,13,4
Pooneryn to Mannar Scenic Route,Mannar,"A coastal drive with panoramic views of lagoons, beaches, and rural life scenes.",Northern,Scenic,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.978261922686876,79.8910540959204,1,45,0.0,,Short,226.8734579193026,16,6,145,4
Old Railway Bridge (Mannar),Mannar,"Ruins of a historic railway bridge, an interesting stop for history enthusiasts and photographers.",Northern,Historical,0.5,0.0,0.0,0.0,0.0,0.0,Yes,8.953475354727365,79.94923263385469,1,71,0.0,,Quick,224.31823308349013,16,6,48,4
Palmyrah Palm Fields,Mannar,Vast fields of Palmyrah palms integral to local crafts and livelihoods.,Northern,Cultural,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.991846992473025,79.90491956647129,1,26,0.0,,Short,228.40297235957584,16,6,27,4
Mannar Sand Dunes,Mannar,"Expansive sand dunes along the coast, popular for trekking and scenic photography.",Northern,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.94962094113763,79.88913245550881,1,159,0.0,,Short,223.70305272376922,16,6,83,4
Pallimunai Church and Village,Mannar,A coastal village with a historic church and traditional fishing community.,Northern,Cultural / Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.029397588801556,79.95216093202515,1,1,0.0,,Quick,232.7214059813924,16,6,31,4
Arippu Fort,Mannar,"Ruins of a Portuguese-Dutch fort near Mannar, a testament to colonial history.",Northern,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,8.961199229007695,79.85984945885632,1,71,0.0,,Quick,224.9624749751365,16,6,48,4
Wilpattu Northern Entrance,Mannar,"One of the main entrances to Wilpattu National Park, accessed from Mannar side.",Northern,Wildlife,1.0,2000.0,1000.0,250.0,100.0,100.0,No,9.014963261921359,79.95004513356125,0,7,1125.0,Premium,Quick,231.11644465180203,16,6,189,5
Erukkalampiddy Town & Market,Mannar,A lively local town with markets showcasing regional produce and crafts.,Northern,Urban / Cultural,1.0,0.0,0.0,0.0,0.0,0.0,Yes,9.007333287442966,79.86669975232688,1,1,0.0,,Quick,230.06571423219944,16,6,168,4
Silavaturai Beach,Mannar,"A peaceful beach spot ideal for swimming, relaxation, and beach walks.",Northern,Beach,2.0,0.0,0.0,0.0,0.0,0.0,Yes,8.969045001469185,79.90306679918938,1,58,0.0,,Short,225.8773459189573,16,6,11,4
Monaragala Town,Monaragala,"Main urban center of the district with local markets, shops, and cultural hubs.",Uva,Urban,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.880652609493402,81.37936046750983,1,20,0.0,,Quick,167.86210960255812,19,9,166,6
Ravana Falls,Monaragala,"Famous waterfall near Ella, known for its scenic beauty and mythological connections to Ravana.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.889976197648044,81.33737135470659,1,10,0.0,,Quick,163.19302154209365,19,9,186,6
Diyaluma Falls,Monaragala,"The second highest waterfall in Sri Lanka, offering stunning views and hiking opportunities.",Uva,Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9158131138593175,81.35495028441281,1,10,0.0,,Short,165.0843691314059,19,9,186,6
Rawana Ella Falls,Monaragala,"A picturesque waterfall near Ella, known for its natural beauty and accessibility.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.8773499452566496,81.30799856427248,1,10,0.0,,Quick,159.99193962842958,19,9,186,6
Buduruwagala Rock Temple,Monaragala,Ancient Buddhist cave temple with large rock-carved Buddha statues dating back centuries.,Uva,Religious / Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.883351896582576,81.39652712296443,1,5,0.0,,Quick,169.7491970796017,19,9,127,6
Senanayake Samudraya Reservoir,Monaragala,"Largest reservoir in Sri Lanka, popular for boating, birdwatching, and picnics.",Uva,Nature / Reservoir,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.886179440747364,81.33821377015785,1,7,0.0,,Short,163.2978396313419,19,9,91,6
Gal Oya National Park,Monaragala,"National park offering safaris, wildlife viewing, boat rides, and forest trails.",Uva,Wildlife / Nature,4.0,2500.0,1250.0,300.0,150.0,150.0,No,6.914262734462996,81.33883331991686,0,5,1400.0,Premium,Medium,163.30494593555832,19,9,190,5
However Ella,Monaragala,"A small, scenic waterfall offering tranquility away from crowds.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.877240248440855,81.34379173144082,1,10,0.0,,Quick,163.9458695612404,19,9,186,6
Diyakerella Falls,Monaragala,"Lesser-known waterfall surrounded by lush forest, great for nature lovers.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.8952546134924955,81.34760912695583,1,10,0.0,,Quick,164.30965014792903,19,9,186,6
Wewathenna,Monaragala,A rural area known for natural springs and serene village life.,Uva,Nature / Rural,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.853304051335296,81.32585818846212,1,1,0.0,,Quick,162.08079006060785,19,9,92,6
Belihuloya,Monaragala,"Nearby scenic area famous for biodiversity, hiking, and eco-tourism.",Uva,Nature / Adventure,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.89216821488832,81.36319931029892,1,1,0.0,,Short,166.04034921493124,19,9,84,6
Haldummulla,Monaragala,A small town gateway to nature reserves and waterfalls.,Uva,Urban / Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.880730801589706,81.31568558065773,1,2,0.0,,Quick,160.8280680198054,19,9,170,6
Wellawaya,Monaragala,Important town in Monaragala with markets and transport links.,Uva,Urban,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.834511204495286,81.33958770463443,1,20,0.0,,Quick,163.71631769956446,19,9,166,6
Kudumbigala Rock Temple,Monaragala,Historic rock cave temple with Buddhist frescoes and statues.,Uva,Religious / Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.835469604532263,81.31616876280341,1,5,0.0,,Quick,161.12627632871215,19,9,127,6
Kalthota,Monaragala,Small town surrounded by natural attractions including waterfalls.,Uva,Urban / Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.8441068005342345,81.38500388317424,1,2,0.0,,Quick,168.66355120409963,19,9,170,6
Hingurana Reservoir,Monaragala,"Reservoir used for irrigation, with peaceful surroundings and local birdlife.",Uva,Nature / Reservoir,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.88811694975918,81.3242862135352,1,7,0.0,,Quick,161.7530247215538,19,9,91,6
Bogoda Wooden Bridge,Monaragala,Historic wooden bridge famous for traditional craftsmanship and scenic river views.,Uva,Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.891160879919348,81.31597418934192,1,71,0.0,,Quick,160.8255509084925,19,9,48,1
Diyawinna Falls,Monaragala,"Small, scenic waterfall surrounded by forest, ideal for short nature trips.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.8873550363999065,81.36192820584483,1,10,0.0,,Quick,165.91399533097282,19,9,186,6
Walhaputenna Ella,Monaragala,"Waterfall located in a tranquil natural setting, popular with local visitors.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.91221275280173,81.32391026832292,1,10,0.0,,Quick,161.6583065298171,19,9,186,6
Suriya Arana Buddhist Monastery,Monaragala,Active monastery known for meditation and Buddhist teachings in a peaceful environment.,Uva,Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.905070698991113,81.34100792169393,1,140,0.0,,Quick,163.55882369922588,19,9,125,1
Oya Area Waterfalls,Monaragala,"Cluster of waterfalls including Oya Ella, set amidst rich biodiversity.",Uva,Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.850046233563083,81.34097609702448,1,10,0.0,,Short,163.76844200535223,19,9,186,6
Kirimale Peak,Monaragala,Mountain peak offering panoramic views of the surrounding countryside and hiking trails.,Uva,Nature / Scenic,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.8590216364989915,81.30427692777464,1,3,0.0,,Short,159.66666740150072,19,9,93,6
Hakuna Ella Falls,Monaragala,Lesser-known waterfall with pristine natural surroundings.,Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.86125996543665,81.32421518195459,1,10,0.0,,Quick,161.8561236726584,19,9,186,6
Buttala,Monaragala,"Town located near several nature and historical sites, gateway to Monaragala district.",Uva,Urban,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.874901911283908,81.34579674647519,1,20,0.0,,Quick,164.17662545677575,19,9,166,6
Kudumbigala Cave Monastery,Monaragala,Ancient cave monastery with Buddhist relics and frescoes in a serene location.,Uva,Religious / Historical,1.0,200.0,100.0,50.0,25.0,25.0,No,6.830933107587477,81.3758391873093,0,5,125.0,Budget,Quick,167.7405264043998,19,9,127,6
Mahiyanganaya,Monaragala,Town near the district border known for its religious sites and cultural significance.,Uva,Urban / Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.866351915637551,81.35596085410754,1,1,0.0,,Quick,165.33645380900822,19,9,171,6
Lenadora,Monaragala,Village with access to natural beauty and traditional village life experiences.,Uva,Rural / Nature,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.851315182473993,81.39422140932669,1,2,0.0,,Quick,169.63826057217506,19,9,143,6
Buduruwagala Buddha Statue,Monaragala,Large ancient rock-carved Buddha statue located in a historic Buddhist temple complex.,Uva,Religious / Historical,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.862594114938635,81.33788012092171,1,5,0.0,,Quick,163.35811779779303,19,9,127,6
Nillagala Falls,Monaragala,"Small waterfall nestled in forested area, great for nature walks and birdwatching.",Uva,Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.879708485924402,81.34730304147408,1,10,0.0,,Quick,164.324356083301,19,9,186,6
