Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Bisodola Ella,Rathnapura,"A hidden waterfall cascading down rocky cliffs into natural pools, ideal for adventurous hikers and photographers seeking pristine nature.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.866205542,80.27221908,,,,,
Bopath Ella,Rathnapura,"A majestic waterfall famous for its heart-shaped cascade, surrounded by lush greenery and a popular spot for tourists and nature lovers alike.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.801996266,80.36936855,,,,,
Brampton Falls,Rathnapura,"A scenic waterfall known for its striking beauty and calm pools, nestled in a tranquil environment perfect for relaxation and photography.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.733900764,80.81809307,,,,,
Buluthota Ella,Rathnapura,"A gentle waterfall flowing through a peaceful forest, offering visitors a chance to connect with nature and enjoy quiet surroundings.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.445303936,80.64118127,,,,,
Dehena Ella,Rathnapura,"A tranquil waterfall surrounded by lush foliage, popular for peaceful picnics and nature walks among local visitors.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.715024109,80.52997361,,,,,
Demali Ella,Rathnapura,"A charming waterfall with a gentle cascade surrounded by vibrant greenery, perfect for visitors seeking tranquility.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.707820212,80.73878185,,,,,
Diyan Ella,Rathnapura,"A picturesque waterfall known for its clean, fresh waters and peaceful setting, ideal for nature walks and relaxation.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.767629445,80.60331964,,,,,
Diyawini Ella,Rathnapura,"A refreshing waterfall flowing through natural rock formations, offering visitors a cool retreat amidst the forest environment.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.592798951,80.8255497,,,,,
Dodan Ella,Rathnapura,"A hidden waterfall known for its pristine surroundings and peaceful ambiance, a favorite spot for eco-tourists and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.809556516,80.36511535,,,,,
Dodan Gallena Ella,Rathnapura,"A cascading waterfall set in dense woodland, offering stunning views and opportunities for nature photography and quiet reflection.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.809577822,80.36511535,,,,,
Doowili Ella – Kalthota,Rathnapura,"A beautiful cascading waterfall located near Kalthota, attracting hikers with its peaceful surroundings and crystal-clear waters.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.662512267,80.86580559,,,,,
Dumpus Ella,Rathnapura,"A picturesque waterfall known for its clear waters cascading over rocky ledges, surrounded by dense jungle and ideal for adventurous visitors.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.766084246,80.42459398,,,,,
Ethawetunu Ella,Rathnapura,"A medium-sized waterfall flowing gracefully through green forest, inviting visitors to enjoy its calming sound and natural beauty.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.625909594,80.70600281,,,,,
Fairlawn Falls,Rathnapura,"A stunning waterfall named after the nearby Fairlawn Estate, surrounded by tea plantations and offering breathtaking views for nature enthusiasts.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.772679843,80.62210278,,,,,
Galdola Ella,Rathnapura,"A beautiful cascade waterfall known for its pristine surroundings and natural pools, popular among hikers and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.465398206,80.615669,,,,,
Galpoththawa Ella,Rathnapura,"A hidden waterfall set in a peaceful forest location, offering visitors solitude and a chance to connect deeply with nature.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.791465032,80.4493279,,,,,
Gerandi Gini Ella,Rathnapura,"A striking waterfall with fiery hues during sunset, surrounded by dense jungle, perfect for adventurous visitors and photographers.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,7.076816438,80.69374657,,,,,
Gerandi Rikili Ella,Rathnapura,"A serene waterfall flowing gently through thick forest, offering natural pools ideal for swimming and relaxation.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.738834861,80.67637914,,,,,
Goxin Falls,Rathnapura,"A small but picturesque waterfall featuring clear pools and lush surroundings, ideal for short hikes and picnics.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.735918263,80.5141472,,,,,
Haldola Ella,Rathnapura,"A peaceful waterfall set in a secluded forest location, inviting visitors to enjoy the cool waters and serene surroundings.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.604349317,80.48572751,,,,,
Halmahi Ella,Rathnapura,"A beautiful cascading waterfall flowing through dense greenery, perfect for nature lovers seeking tranquility and scenic beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.774484318,80.46008128,,,,,
Handapan Ella,Rathnapura,"A medium-sized waterfall surrounded by rich forest habitat, ideal for eco-tourists and hikers looking for peaceful nature spots.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.444737558,80.58357288,,,,,
Hathbili Ella,Rathnapura,"A scenic waterfall located near a small village, known for its refreshing mist and peaceful setting surrounded by greenery.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.654442668,80.47052311,,,,,
Nonpareil Estate Falls,Rathnapura,"A beautiful waterfall located on the Nonpareil tea estate, surrounded by lush plantations and scenic walking trails.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.75749266,80.787116,,,,,
Jodu Ella,Rathnapura,"A twin cascade waterfall offering spectacular views and refreshing pools, set amidst dense forest perfect for hiking and nature lovers.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,7.400699985,80.77569186,,,,,
Kaluwala Ella,Rathnapura,"A hidden waterfall cascading through dense forest, popular with nature lovers for its calming ambiance and natural beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.724568052,80.70541819,,,,,
Katu Kitul Ella,Rathnapura,"A charming waterfall known for its scenic beauty and natural setting, ideal for hikers and photographers looking for serene spots.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.713663543,80.5255714,,,,,
Katugas Ella,Rathnapura,"A small but beautiful waterfall flowing through forested hills, popular among locals for peaceful picnics and nature walks.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.705231458,80.40197852,,,,,
Kirindi Ella,Rathnapura,"A peaceful waterfall set in a forested area, featuring clear pools and shaded paths, ideal for nature walks and bird watching.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.64193798,80.56183724,,,,,
Kuda Ella,Rathnapura,"A small waterfall nestled in a serene environment, offering visitors a quiet retreat surrounded by natural beauty and fresh air.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.6475817,80.56352313,,,,,
Sannasi Ella,Rathnapura,"A hidden waterfall known for its tranquil atmosphere and cool natural pools, perfect for relaxation and a peaceful nature experience.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.717080797,80.5458861,,,,,
Bambaragala Ella,Rathnapura,"A picturesque waterfall flowing over rocky terrain, known for its fresh waters and quiet, scenic surroundings popular among hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.390781488,80.59112321,,,,,
Ayagama Minee Ella,Rathnapura,"A beautiful waterfall with gentle cascades and clear pools, surrounded by lush forest making it a tranquil spot for visitors and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.66431022,80.28575775,,,,,
Manan Ella,Rathnapura,"A medium waterfall set in a serene forest environment, offering visitors refreshing water pools and peaceful natural beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.788028261,80.26930908,,,,,
Kasimani Ella,Rathnapura,"A lesser-known waterfall surrounded by dense jungle, providing a quiet retreat and cool natural pools ideal for solitude and nature lovers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.726773973,80.25428068,,,,,
Galdola Ella,Rathnapura,"The upper cascade of the Galdola waterfall, offering a majestic view of water flowing through rocky cliffs surrounded by lush forest.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.465268896,80.61567518,,,,,
Lihiniyan Kelina Ella,Rathnapura,"A scenic waterfall known for its clear flowing water and birdlife, offering peaceful surroundings and opportunities for nature observation.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.628259436,80.49705684,,,,,
Madanagiri Ella (Mohini Ella),Rathnapura,"A majestic waterfall cascading through rocky cliffs, surrounded by lush greenery, offering spectacular views and refreshing atmosphere.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.715010719,80.53931231,,,,,
Madola Ella,Rathnapura,"A hidden gem waterfall flowing gently through forested terrain, ideal for peaceful hikes and relaxing moments in nature.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.62160274,80.48151978,,,,,
Malpudana Ella,Rathnapura,"A beautiful waterfall with cascading water flowing over smooth rocks, surrounded by thick jungle, attracting nature lovers and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.446322697,80.76853054,,,,,
Mapanana Ella,Rathnapura,"A small but captivating waterfall flowing gently into natural pools, offering a peaceful spot for visitors to rest and enjoy nature.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.774661226,80.4614375,,,,,
Marakkala,Rathnapura,"A scenic waterfall known for its peaceful surroundings and cool mist, providing visitors with refreshing natural beauty and quiet hiking trails.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.647048471,80.52907824,,,,,
Masimbula Ella,Rathnapura,"A charming waterfall nestled in lush forest, known for its clear water and serene environment, ideal for short hikes and relaxation.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.490458175,80.635066,,,,,
Meddekanda Ella,Rathnapura,"A majestic waterfall flowing powerfully through rocky cliffs surrounded by dense forest, perfect for nature lovers seeking adventure and beauty.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.6764855,80.66431976,,,,,
Miyunu Ella,Rathnapura,"A medium-sized waterfall surrounded by rich greenery, offering visitors a refreshing escape and beautiful views of nature’s calmness.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.643183454,80.2651564,,,,,
Napath Ella,Rathnapura,"A medium waterfall flowing gently over rocks, surrounded by lush vegetation, offering a calm spot for visitors to relax and enjoy.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.555886002,80.49454257,,,,,
Pahanthuda Ella,Rathnapura,"A tranquil waterfall flowing through forested hills, offering calm surroundings and natural beauty for relaxation and exploration.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.725962903,80.75883778,,,,,
Pandioya Ella,Rathnapura,"A scenic waterfall known for its gentle cascades and refreshing pools, set in a quiet forest perfect for nature walks.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.715887184,80.53945047,,,,,
Peessa Ella,Rathnapura,"A beautiful waterfall known for its refreshing waters and scenic setting amidst lush forest, ideal for nature lovers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.975800001,81.21906134,,,,,
Pulun Ella,Rathnapura,"A serene waterfall set in a quiet jungle area, offering cool pools and calm surroundings for visitors seeking relaxation.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.635109633,80.50155255,,,,,
Rajanawa Ella,Rathnapura,"A scenic waterfall flowing over rocks into clear pools, surrounded by rich forest, ideal for nature walks and peaceful visits.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.654963507,80.44135907,,,,,
Surathali Ella,Rathnapura,"A beautiful waterfall characterized by clear cascading water and peaceful forest surroundings, perfect for nature lovers and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.746020448,80.82880321,,,,,
Thini Oya Ella,Rathnapura,"A calm waterfall flowing through lush greenery, offering visitors a quiet spot for relaxation and nature photography.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.728330947,80.70610824,,,,,
Uran Watuna Ella,Rathnapura,"A hidden waterfall nestled deep in the jungle, known for its refreshing pools and peaceful setting away from crowds, perfect for adventurous visitors.",Sabaragamuwa,Nature/Waterfall,2,0,0,0,0,0,Yes,6.631327999,80.65194096,,,,,
Walawe Ganga West,Rathnapura,"The western banks of the Walawe River, featuring scenic views, rich biodiversity, and opportunities for bird watching and nature photography.",Sabaragamuwa,Nature/River,2,0,0,0,0,0,Yes,6.71761277,80.66694275,,,,,
Warnagala Ella,Rathnapura,"A stunning waterfall cascading through dense forest, surrounded by natural pools and vibrant flora, ideal for nature lovers and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,6.824631705,80.44528279,,,,,
Watawala Ella,Rathnapura,"A peaceful waterfall flowing gently over rocks into natural pools, set within a quiet forest providing a perfect spot for relaxation and nature walks.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.601562366,80.41479456,,,,,
Wawulagala Ella,Rathnapura,"A beautiful waterfall featuring clear cascading water surrounded by dense jungle and wildlife, great for hiking and exploring.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,7.074135169,80.38688002,,,,,
Wawulpane Ella,Rathnapura,"A scenic waterfall set amidst thick forest, known for its cool refreshing pools and tranquil atmosphere suitable for peaceful visits.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.418705029,80.74372382,,,,,
Aliya Wetuna Ella – Bolthumbe,Rathnapura,"A beautiful waterfall known for its powerful flow and surrounding greenery, perfect for hiking and photography near Bolthumbe.",Sabaragamuwa,Nature/Waterfall,1.5,0,0,0,0,0,Yes,7.19382845,80.67050629,,,,,
Demala Ella,Rathnapura,"A tranquil waterfall flowing gently through forested hills, offering serene pools and peaceful surroundings for visitors to relax and explore.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.706835779,80.5710469,,,,,
Hathbamba Ella,Rathnapura,"A beautiful waterfall set amidst lush greenery, offering cool pools and a calm atmosphere ideal for nature lovers and peaceful hikes.",Sabaragamuwa,Nature/Waterfall,1,0,0,0,0,0,Yes,6.63527369,80.35902699,,,,,
Maha Oya View Point,Kurunegala,"A scenic viewpoint overlooking the serene Maha Oya river valley, perfect for panoramic photos and peaceful nature observation.",North Western,Scenic/Nature,1,0,0,0,0,0,Yes,7.309946942,80.26367575,,,,,
Yapahuwa Rock Forest,Kurunegala,"Dense forest surrounding the historic Yapahuwa rock fortress, rich in biodiversity and offering hiking trails in a natural setting.",North Western,Nature/Historical,2,0,0,0,0,0,Yes,7.817155187,80.31101452,,,,,
Padeniya Purana Rajamaha Viharaya,Kurunegala,"An ancient Buddhist temple featuring traditional architecture and serene surroundings, offering spiritual tranquility and cultural heritage.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.655452357,80.2201371,,,,,
Arankale Buddhist Monastery,Kurunegala,"A peaceful monastery set amidst quiet natural surroundings, ideal for meditation, reflection, and learning about Buddhist culture.",North Western,Religious,1,0,0,0,0,0,Yes,7.6399409,80.41930568,,,,,
Bathalagoda Lake,Kurunegala,"A calm freshwater lake surrounded by lush greenery, popular for bird watching, picnics, and serene walks along the water’s edge.",North Western,Nature/Lake,1.5,0,0,0,0,0,Yes,7.52369619,80.45098101,,,,,
Rambadagalla Viharaya,Kurunegala,"A historic Buddhist temple set atop a rocky hill, featuring ancient stone carvings and panoramic views of the surrounding area.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.514759673,80.5037577,,,,,
Sri Wijayasundararama Rajamaha Viharaya,Kurunegala,"An important ancient Buddhist temple with beautiful frescoes and a peaceful environment, ideal for cultural and religious visits.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,6.929067811,79.90192372,,,,,
Dolukanda Rajamaha Viharaya,Kurunegala,"A centuries-old temple known for its scenic hilltop location and ancient statues, offering spiritual solace and natural beauty.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.61216805,80.40180621,,,,,
Deduru Oya Reservoir Park,Kurunegala,"A large reservoir park offering boating, fishing, picnic spots, and scenic views, perfect for family outings and nature lovers.",North Western,Nature/Recreational,2,0,0,0,0,0,Yes,7.720097987,80.27653298,,,,,
Galgiriya Mountain,Kurunegala,"A majestic mountain with hiking trails leading to breathtaking views, rich in flora and fauna, suitable for adventure seekers.",North Western,Nature/Mountain,3,0,0,0,0,0,Yes,7.935506735,80.37895205,,,,,
Thampana Lake,Kurunegala,"A tranquil lake surrounded by forest, known for birdwatching, fishing, and peaceful nature walks along its banks.",North Western,Nature/Lake,1.5,0,0,0,0,0,Yes,7.446525817,80.40478078,,,,,
Deduru Oya Ridibendi Ella Anicut,Kurunegala,"An ancient irrigation anicut on the Deduru Oya river, showcasing traditional water management with scenic views and natural beauty.",North Western,Historical/Nature,1,0,0,0,0,0,Yes,7.727920852,80.264678,,,,,
Saragama Lake,Kurunegala,"A picturesque lake offering boat rides, birdwatching, and relaxing spots ideal for nature lovers and families.",North Western,Nature/Lake,1.5,0,0,0,0,0,Yes,7.510676081,80.34005831,,,,,
Pahangala,Kurunegala,"A scenic natural area known for its tranquil environment, rich biodiversity, and opportunities for hiking and wildlife spotting.",North Western,Nature,2,0,0,0,0,0,Yes,7.529884337,80.49082811,,,,,
Ibbagala Rajamaha Viharaya,Kurunegala,"An ancient Buddhist temple perched on a hill with panoramic views, historic relics, and a peaceful spiritual atmosphere.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.487775626,80.37091394,,,,,
Yakdosgala,Kurunegala,"A natural rock formation offering panoramic views of the surrounding forest and hills, popular for hiking and nature photography.",North Western,Nature/Scenic,1.5,0,0,0,0,0,Yes,7.583713409,80.31991409,,,,,
Sri Nagala Rajamaha Viharaya,Kurunegala,"A historic Buddhist temple with ancient architecture and tranquil surroundings, ideal for cultural and spiritual visits.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.883983578,80.4129532,,,,,
Korossa Rajamaha Viharaya,Kurunegala,"An ancient temple featuring traditional Buddhist sculptures and peaceful settings amidst nature, great for meditation and reflection.",North Western,Religious,1,0,0,0,0,0,Yes,7.556354906,80.5501934,,,,,
Dambadeniya Raja Maliga Gala,Kurunegala,"The ruins of a royal palace from the medieval Dambadeniya Kingdom, showcasing historical architecture and archaeological significance.",North Western,Historical,2,0,0,0,0,0,Yes,7.362786021,80.15518537,,,,,
Aandagala,Kurunegala,"A scenic hilltop area known for natural beauty and views of the nearby countryside, popular among hikers and photographers.",North Western,Nature/Scenic,1,0,0,0,0,0,Yes,7.504688789,80.37329739,,,,,
Dalada Maligawa – Kurunegala Kingdom,Kurunegala,"Historical site believed to have connections to the sacred tooth relic during the Kurunegala Kingdom era, rich in cultural heritage.",North Western,Historical/Religious,1,0,0,0,0,0,Yes,7.490874838,80.36874667,,,,,
Badagamuwa Forest Reserve,Kurunegala,"A protected forest reserve with diverse flora and fauna, excellent for eco-tourism, bird watching, and peaceful nature walks.",North Western,Nature/Forest,2,0,0,0,0,0,Yes,7.501157055,80.39263434,,,,,
Kiribathkete Gala,Kurunegala,A large natural rock formation offering stunning views and hiking opportunities amidst a lush environment.,North Western,Nature/Scenic,1.5,0,0,0,0,0,Yes,7.51413419,80.36880387,,,,,
Panduwasnuwara Kingdom,Kurunegala,"An ancient kingdom site with archaeological ruins, including temples, palace remains, and historic monuments, ideal for history lovers.",North Western,Historical,2,0,0,0,0,0,Yes,7.603624255,80.10250282,,,,,
Wewala Waterfall,Kurunegala,"A beautiful waterfall surrounded by forest, known for its cool pools and serene environment perfect for relaxation and swimming.",North Western,Nature/Waterfall,1.5,0,0,0,0,0,Yes,7.38324605,80.3298721,,,,,
Ridi Viharaya,Kurunegala,"A famous Buddhist temple with a golden entrance and rich history, attracting pilgrims and visitors for cultural and spiritual experiences.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.53697986,80.49038128,,,,,
Ethkanda Rajamaha Viharaya,Kurunegala,"An ancient temple located on a hilltop, featuring old stone carvings and tranquil natural surroundings, perfect for meditation.",North Western,Religious,1,0,0,0,0,0,Yes,7.482958054,80.36860854,,,,,
Wadakada Ella Falls,Kurunegala,"A picturesque waterfall flowing over rocky cliffs into clear pools, surrounded by lush forest, ideal for day trips and nature lovers.",North Western,Nature/Waterfall,1.5,0,0,0,0,0,Yes,7.396554542,80.26504147,,,,,
Maraluwawa Rajamaha Viharaya,Kurunegala,"A historic temple with serene settings, ancient sculptures, and a peaceful atmosphere that invites cultural and religious exploration.",North Western,Religious/Historical,1,0,0,0,0,0,Yes,7.514167263,80.37086962,,,,,
Athugala (Elephant Rock),Kurunegala,"A massive rock formation resembling an elephant, surrounded by natural beauty and offering excellent views and photography spots.",North Western,Nature/Scenic,1,0,0,0,0,0,Yes,7.483792814,80.37285441,,,,,
Lake Round – Kurunegala,Kurunegala,"A popular circular lake in Kurunegala city with walking paths, playgrounds, and spots for relaxation, ideal for families and locals.",North Western,Urban/Park,1,0,0,0,0,0,Yes,7.49617325,80.36507387,,,,,
Hulangala,Kurunegala,"A forested hill area known for hiking trails, rich biodiversity, and scenic views of the surrounding landscape.",North Western,Nature,2,0,0,0,0,0,Yes,7.585153493,80.58019001,,,,,
Children’s Park – Lake Round,Kurunegala,"A family-friendly park near Lake Round offering playgrounds, picnic areas, and safe spaces for kids to enjoy outdoor activities.",North Western,Urban/Park,1,0,0,0,0,0,Yes,7.496766347,80.35690071,,,,,
Kurunegala Clock Tower,Kurunegala,"A historic clock tower located in the heart of Kurunegala, a local landmark with colonial architectural influences and photo opportunities.",North Western,Historical/Urban,0.5,0,0,0,0,0,Yes,7.487070677,80.36508482,,,,,
World's End – Horton Plains,Nuwara Eliya ,"A dramatic escarpment offering breathtaking 870m vertical drop views at Horton Plains National Park, ideal for early morning hikes.",Central,Scenic/Nature,3,1500,750,1000,500,300,No,6.781421233,80.79433994,,,,,
"Warleigh Church, Hatton",Nuwara Eliya ,"A charming British-era church built in 1878 near the Castlereagh Lake, featuring gothic architecture and peaceful surroundings.",Central,Religious/Historical,1,0,0,0,0,0,Yes,6.86342768,80.5953003,,,,,
Pelampitiya View Point,Badulla ,"A lesser-known highland viewpoint offering panoramic views of tea estates, forests, and misty hills — peaceful and quiet.",Uva,Scenic/Nature,1.5,0,0,0,0,0,Yes,7.08082978,80.43972128,,,,,
Single Tree Hills View Point,Nuwara Eliya ,"A famous hiking spot in Nuwara Eliya with a lone tree at the summit, offering 360-degree views of Lake Gregory and surrounding plantations.",Central,Nature/Scenic,2,0,0,0,0,0,Yes,6.983670899,80.76028053,,,,,
Victoria Dam View Point,Kandy ,"A viewpoint overlooking the majestic Victoria Reservoir and Dam, with lush landscapes and calm waters, perfect for photography.",Central,Scenic/Engineering,1,0,0,0,0,0,Yes,7.243482317,80.78782021,,,,,
Ella Rock View Point,Badulla ,A well-known hiking destination offering dramatic cliffs and sweeping views of the Ella Gap and southern plains — ideal at sunrise.,Uva,Adventure/Scenic,3,0,0,0,0,0,Yes,6.856290876,81.05314146,,,,,
Punagala Pilkington View Point,Badulla ,A hidden gem offering spectacular views of surrounding peaks and valleys near Haputale — less crowded and serene.,Uva,Scenic/Nature,2,0,0,0,0,0,Yes,6.766058106,81.05846965,,,,,
Diyanagala View Point ,Badulla ,"A beautiful natural rock viewpoint ideal for capturing mountain scenery, especially during misty mornings or sunset.",Uva,Scenic/Nature,1.5,0,0,0,0,0,Yes,6.935842198,81.10974411,,,,,
Moonplain,Nuwara Eliya,"A scenic plateau in Nuwara Eliya with hiking trails and stunning panoramic views, including distant views of Pidurutalagala and Hakgala.",Central,Nature/Scenic,1.5,1000,500,500,300,300,No,6.951570753,80.7993582,,,,,
Karanagala,Badulla,"A quiet, rural village surrounded by lush hills and forests, known for its tranquility and potential nature walks.",Sabaragamuwa,Nature/Cultural,1,0,0,0,0,0,Yes,7.045242145,80.67117544,,,,,
Pidurutalagala,Nuwara Eliya,"Sri Lanka’s highest peak, accessible via a road to the summit, offering breathtaking mountain and forest views with restricted access.",Central,Nature/Scenic,2,0,0,0,0,0,Yes,7.0016424,80.77337614,,,,,
Porawagala,Badulla,"A picturesque viewpoint in Bandarawela offering uninterrupted views of the mountains and valleys, popular at sunrise.",Uva,Scenic/Nature,1.5,0,0,0,0,0,Yes,6.83044291,81.01275667,,,,,
Galamuduna Temple,Kandy,"A hilltop Buddhist temple with panoramic views and a peaceful ambiance, ideal for meditation and photography.",Central,Religious/Nature,1,0,0,0,0,0,Yes,7.05097549,81.11305668,,,,,
Jungle Beach,Galle,"A secluded beach surrounded by dense jungle, famous for clear turquoise waters and excellent snorkeling opportunities. Visitors can enjoy tranquil nature walks alongside the beach.",Southern,Beach,2,0,0,0,0,-,Yes,6.018773991,80.23939711,,,,,
Malamure Waterfall,Galle,"A charming waterfall tucked within a lush forest, perfect for nature lovers seeking a quiet retreat. The area is great for short hikes and birdwatching.",Southern,Nature,2,0,0,0,0,-,Yes,6.268296364,80.29398951,,,,,
Galle Fort,Galle,"A UNESCO World Heritage Site, this historic Dutch fort features colonial-era architecture, museums, boutique shops, and waterfront cafes. It offers a vibrant mix of history and modern culture.",Southern,Historical,3,0,0,0,0,-,Yes,6.030680892,80.21498541,,,,,
Unawatuna,Galle,"A popular beach town known for its golden sand, calm waters, and vibrant nightlife. Ideal for swimming, snorkeling, and dining with a seaside view.",Southern,Beach,3,0,0,0,0,0,Yes,6.007474569,80.24371967,,,,,
Japan Temple,Galle,A peaceful Buddhist Peace Pagoda situated on a hilltop with spectacular views of the sea and surrounding landscape. Visitors often come here for quiet reflection and scenic photography.,Southern,Religious,1,0,0,0,0,0,Yes,6.025931625,80.23757779,,,,,
Mihiripenna Beach,Galle,"A lesser-known, quiet beach near Unawatuna perfect for sunbathing and swimming away from crowds. The beach is fringed with palm trees and calm waters.",Southern,Beach,2,0,0,0,0,0,Yes,5.998261119,80.27007756,,,,,
Madol Duwa,Galle,"A small island famous from Sri Lankan literature, accessible by boat, offering a glimpse into traditional island life and natural beauty. Ideal for cultural tours and tranquil exploration.",Southern,Historical,2,0,0,0,0,0,No,5.987671519,80.33675777,,,,,
Duli Waterfall,Galle,"A quiet and small waterfall nestled in greenery, providing a refreshing spot for nature lovers. It’s perfect for a brief stop during a scenic drive.",Southern,Nature,1,0,0,0,0,0,Yes,6.410113079,80.71417169,,,,,
Angel Beach Unawatuna,Galle,"A calm and picturesque beach with soft sand, beachside cafes, and relaxing atmosphere, ideal for families and couples. Visitors enjoy sunbathing and gentle swimming here.",Southern,Beach,2,0,0,0,0,0,Yes,6.003631064,80.257743,,,,,
Kottawa Forest,Galle,"A rich biodiversity hotspot featuring walking trails and birdwatching opportunities, perfect for eco-tourists and nature enthusiasts. The forest provides a peaceful escape from urban life.",Southern,Nature,2,500,250,100,50,30,No,6.098015293,80.31650595,,,,,
Hikkaduwa Beach,Galle,"One of Sri Lanka's most famous beaches, known for surfing, snorkeling on vibrant coral reefs, and lively beach bars. It attracts both adventure seekers and those looking to relax by the sea.",Southern,Beach,3,0,0,0,0,0,Yes,6.138112031,80.0989708,,,,,
